,AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
75197,36.0,4.0,21.0,1.0,40.0,Female,1.0
75205,40.0,1.0,19.0,1.0,40.0,Female,1.0
75215,53.0,1.0,16.0,3.0,35.0,Female,1.0
75217,74.0,4.0,24.0,1.0,45.0,Female,1.0
75221,65.0,4.0,22.0,1.0,45.0,Female,1.0
75222,43.0,1.0,19.0,5.0,40.0,Female,1.0
75228,59.0,2.0,22.0,1.0,40.0,Female,1.0
75230,46.0,1.0,20.0,1.0,50.0,Female,1.0
75234,54.0,1.0,20.0,1.0,40.0,Female,1.0
75245,46.0,2.0,20.0,4.0,45.0,Female,1.0
75255,56.0,3.0,22.0,1.0,40.0,Female,1.0
75256,63.0,2.0,20.0,3.0,50.0,Female,1.0
75258,62.0,1.0,20.0,3.0,37.0,Female,1.0
75264,46.0,1.0,22.0,5.0,40.0,Female,1.0
75265,61.0,1.0,18.0,1.0,38.0,Female,1.0
75268,57.0,1.0,21.0,1.0,38.0,Female,1.0
75276,58.0,1.0,20.0,1.0,40.0,Female,1.0
75281,33.0,2.0,21.0,1.0,32.0,Female,1.0
75282,38.0,1.0,21.0,1.0,30.0,Female,1.0
75292,46.0,1.0,20.0,1.0,50.0,Female,1.0
75305,33.0,1.0,21.0,1.0,60.0,Female,1.0
75317,40.0,2.0,21.0,5.0,40.0,Female,1.0
75320,75.0,6.0,23.0,1.0,20.0,Female,1.0
75322,59.0,2.0,22.0,1.0,40.0,Female,1.0
75329,51.0,5.0,19.0,1.0,40.0,Female,1.0
75338,65.0,1.0,20.0,2.0,44.0,Female,1.0
75341,56.0,3.0,22.0,1.0,40.0,Female,1.0
75352,56.0,1.0,22.0,1.0,50.0,Female,1.0
75355,52.0,2.0,22.0,3.0,45.0,Female,1.0
75357,57.0,1.0,22.0,1.0,40.0,Female,1.0
75358,28.0,4.0,21.0,5.0,40.0,Female,1.0
75360,38.0,1.0,22.0,1.0,30.0,Female,1.0
75361,62.0,3.0,24.0,2.0,35.0,Female,1.0
75363,24.0,1.0,21.0,5.0,55.0,Female,1.0
75372,54.0,1.0,22.0,1.0,40.0,Female,1.0
75377,46.0,4.0,19.0,3.0,50.0,Female,1.0
75392,39.0,1.0,16.0,1.0,40.0,Female,1.0
75400,47.0,1.0,21.0,1.0,40.0,Female,1.0
75424,38.0,1.0,22.0,5.0,40.0,Female,1.0
75427,28.0,1.0,22.0,1.0,45.0,Female,1.0
75436,33.0,1.0,21.0,5.0,50.0,Female,1.0
75450,60.0,2.0,21.0,1.0,50.0,Female,1.0
75459,35.0,2.0,21.0,5.0,35.0,Female,1.0
75475,41.0,3.0,17.0,5.0,35.0,Female,1.0
75481,45.0,2.0,24.0,1.0,20.0,Female,1.0
75486,47.0,1.0,20.0,1.0,40.0,Female,1.0
75490,32.0,2.0,20.0,1.0,40.0,Female,1.0
75494,34.0,1.0,21.0,1.0,40.0,Female,1.0
75500,67.0,1.0,15.0,1.0,30.0,Female,1.0
75501,57.0,1.0,21.0,5.0,45.0,Female,1.0
75509,43.0,5.0,21.0,5.0,40.0,Female,1.0
75513,48.0,7.0,13.0,3.0,38.0,Female,1.0
75518,30.0,1.0,21.0,5.0,40.0,Female,1.0
75525,66.0,1.0,19.0,1.0,45.0,Female,1.0
75545,54.0,1.0,21.0,3.0,55.0,Female,1.0
75547,68.0,1.0,22.0,1.0,30.0,Female,1.0
75556,51.0,3.0,22.0,1.0,40.0,Female,1.0
75560,30.0,1.0,22.0,5.0,45.0,Female,1.0
75562,58.0,3.0,23.0,1.0,60.0,Female,1.0
75564,37.0,1.0,23.0,1.0,40.0,Female,1.0
75567,44.0,1.0,22.0,1.0,40.0,Female,1.0
75570,41.0,4.0,22.0,1.0,40.0,Female,1.0
75581,38.0,4.0,21.0,1.0,40.0,Female,1.0
75588,54.0,2.0,23.0,3.0,30.0,Female,1.0
75595,35.0,1.0,23.0,3.0,40.0,Female,1.0
75602,37.0,1.0,19.0,5.0,60.0,Female,1.0
75603,60.0,3.0,22.0,3.0,50.0,Female,1.0
75606,59.0,4.0,22.0,1.0,45.0,Female,1.0
75610,47.0,4.0,21.0,1.0,37.0,Female,1.0
75621,62.0,1.0,19.0,3.0,37.0,Female,1.0
75624,38.0,1.0,23.0,1.0,35.0,Female,1.0
75631,40.0,1.0,20.0,1.0,40.0,Female,1.0
75641,31.0,2.0,21.0,1.0,50.0,Female,1.0
75646,50.0,2.0,19.0,1.0,38.0,Female,1.0
75661,56.0,3.0,21.0,1.0,35.0,Female,1.0
75665,61.0,3.0,17.0,4.0,40.0,Female,1.0
75668,65.0,1.0,13.0,4.0,30.0,Female,1.0
75678,47.0,3.0,22.0,1.0,40.0,Female,1.0
75687,55.0,4.0,21.0,1.0,38.0,Female,1.0
75688,71.0,3.0,19.0,3.0,35.0,Female,1.0
75702,26.0,2.0,21.0,1.0,40.0,Female,1.0
75704,62.0,2.0,20.0,1.0,40.0,Female,1.0
75708,27.0,1.0,21.0,5.0,60.0,Female,1.0
75717,25.0,2.0,21.0,5.0,50.0,Female,1.0
75721,28.0,1.0,21.0,5.0,40.0,Female,1.0
75722,44.0,2.0,21.0,1.0,50.0,Female,1.0
75740,45.0,3.0,22.0,1.0,35.0,Female,1.0
75741,33.0,1.0,21.0,1.0,60.0,Female,1.0
75745,56.0,6.0,16.0,3.0,55.0,Female,1.0
75751,65.0,3.0,20.0,1.0,16.0,Female,1.0
75756,64.0,3.0,16.0,3.0,40.0,Female,1.0
75760,53.0,1.0,21.0,3.0,37.0,Female,1.0
75775,50.0,1.0,18.0,1.0,45.0,Female,1.0
75787,51.0,6.0,23.0,1.0,50.0,Female,1.0
75788,44.0,4.0,23.0,3.0,50.0,Female,1.0
75791,36.0,1.0,21.0,1.0,32.0,Female,1.0
75793,34.0,1.0,21.0,5.0,45.0,Female,1.0
75794,39.0,7.0,21.0,5.0,35.0,Female,1.0
75797,51.0,1.0,21.0,1.0,50.0,Female,1.0
75801,39.0,1.0,22.0,5.0,60.0,Female,1.0
75804,58.0,2.0,20.0,3.0,40.0,Female,1.0
75805,34.0,3.0,17.0,1.0,38.0,Female,1.0
75808,51.0,1.0,23.0,1.0,40.0,Female,1.0
75815,28.0,1.0,19.0,5.0,35.0,Female,1.0
75832,59.0,3.0,16.0,1.0,35.0,Female,1.0
75835,25.0,1.0,21.0,5.0,40.0,Female,1.0
75847,60.0,4.0,21.0,3.0,50.0,Female,1.0
75853,39.0,1.0,20.0,1.0,40.0,Female,1.0
75858,25.0,1.0,21.0,5.0,90.0,Female,1.0
75859,26.0,1.0,21.0,5.0,70.0,Female,1.0
75864,40.0,1.0,21.0,1.0,40.0,Female,1.0
75878,53.0,3.0,16.0,5.0,35.0,Female,1.0
75881,29.0,1.0,24.0,1.0,50.0,Female,1.0
75885,69.0,3.0,24.0,1.0,15.0,Female,1.0
75887,50.0,1.0,16.0,1.0,40.0,Female,1.0
75890,36.0,2.0,23.0,1.0,50.0,Female,1.0
75902,62.0,3.0,19.0,5.0,40.0,Female,1.0
75904,36.0,3.0,22.0,1.0,40.0,Female,1.0
75907,33.0,1.0,22.0,1.0,50.0,Female,1.0
75909,24.0,3.0,20.0,5.0,35.0,Female,1.0
75916,47.0,2.0,21.0,5.0,45.0,Female,1.0
75925,39.0,3.0,21.0,5.0,40.0,Female,1.0
75930,58.0,2.0,18.0,3.0,60.0,Female,1.0
75945,49.0,1.0,16.0,1.0,40.0,Female,1.0
75946,33.0,3.0,22.0,5.0,45.0,Female,1.0
75947,31.0,1.0,22.0,5.0,50.0,Female,1.0
75953,64.0,6.0,22.0,1.0,30.0,Female,1.0
75958,30.0,2.0,22.0,1.0,40.0,Female,1.0
75966,32.0,1.0,19.0,5.0,40.0,Female,1.0
75971,57.0,5.0,19.0,1.0,40.0,Female,1.0
75987,35.0,4.0,22.0,1.0,40.0,Female,1.0
75990,51.0,2.0,22.0,1.0,50.0,Female,1.0
75998,63.0,3.0,19.0,1.0,38.0,Female,1.0
76001,67.0,1.0,22.0,1.0,55.0,Female,1.0
76002,36.0,2.0,21.0,1.0,45.0,Female,1.0
76006,48.0,1.0,16.0,3.0,37.0,Female,1.0
76014,26.0,2.0,21.0,5.0,40.0,Female,1.0
76017,50.0,1.0,21.0,1.0,40.0,Female,1.0
76021,34.0,1.0,21.0,1.0,40.0,Female,1.0
76023,46.0,1.0,21.0,3.0,60.0,Female,1.0
76034,41.0,1.0,21.0,4.0,50.0,Female,1.0
76040,35.0,1.0,20.0,1.0,45.0,Female,1.0
76041,49.0,1.0,19.0,3.0,45.0,Female,1.0
76047,65.0,1.0,22.0,5.0,30.0,Female,1.0
76055,64.0,2.0,20.0,1.0,75.0,Female,1.0
76063,70.0,7.0,21.0,1.0,40.0,Female,1.0
76069,57.0,1.0,22.0,1.0,40.0,Female,1.0
76071,45.0,7.0,16.0,3.0,45.0,Female,1.0
76082,31.0,1.0,22.0,5.0,45.0,Female,1.0
76085,47.0,3.0,21.0,1.0,36.0,Female,1.0
76088,32.0,5.0,21.0,1.0,50.0,Female,1.0
76100,41.0,1.0,20.0,1.0,40.0,Female,1.0
76107,44.0,3.0,22.0,3.0,40.0,Female,1.0
76110,28.0,3.0,21.0,5.0,40.0,Female,1.0
76115,30.0,1.0,21.0,5.0,45.0,Female,1.0
76117,44.0,3.0,22.0,1.0,45.0,Female,1.0
76122,61.0,1.0,19.0,1.0,40.0,Female,1.0
76123,52.0,7.0,21.0,1.0,50.0,Female,1.0
76124,61.0,5.0,21.0,2.0,40.0,Female,1.0
76126,52.0,3.0,22.0,1.0,40.0,Female,1.0
76127,49.0,1.0,22.0,5.0,50.0,Female,1.0
76128,44.0,3.0,22.0,2.0,30.0,Female,1.0
76130,46.0,7.0,22.0,1.0,45.0,Female,1.0
76134,33.0,3.0,22.0,1.0,40.0,Female,1.0
76139,44.0,1.0,21.0,1.0,55.0,Female,1.0
76145,40.0,5.0,21.0,5.0,45.0,Female,1.0
76155,34.0,2.0,22.0,1.0,40.0,Female,1.0
76158,28.0,1.0,21.0,5.0,40.0,Female,1.0
76169,32.0,1.0,20.0,5.0,40.0,Female,1.0
76172,58.0,3.0,21.0,1.0,40.0,Female,1.0
76177,36.0,1.0,21.0,1.0,55.0,Female,1.0
76179,57.0,1.0,16.0,1.0,40.0,Female,1.0
76181,60.0,2.0,22.0,1.0,37.0,Female,1.0
76185,64.0,1.0,16.0,3.0,35.0,Female,1.0
76188,55.0,1.0,16.0,3.0,40.0,Female,1.0
76190,50.0,4.0,22.0,4.0,50.0,Female,1.0
76195,68.0,1.0,20.0,3.0,32.0,Female,1.0
76206,49.0,3.0,22.0,1.0,40.0,Female,1.0
76213,30.0,1.0,23.0,1.0,65.0,Female,1.0
76218,27.0,2.0,20.0,3.0,36.0,Female,1.0
76220,41.0,2.0,21.0,1.0,35.0,Female,1.0
76222,66.0,1.0,20.0,2.0,40.0,Female,1.0
76224,81.0,2.0,22.0,3.0,35.0,Female,1.0
76227,57.0,1.0,23.0,1.0,24.0,Female,1.0
76233,38.0,1.0,23.0,1.0,40.0,Female,1.0
76237,53.0,4.0,20.0,1.0,38.0,Female,1.0
76244,46.0,1.0,21.0,1.0,50.0,Female,1.0
76248,43.0,2.0,22.0,1.0,40.0,Female,1.0
76250,31.0,4.0,22.0,1.0,35.0,Female,1.0
76277,28.0,1.0,21.0,5.0,50.0,Female,1.0
76295,51.0,5.0,22.0,1.0,40.0,Female,1.0
76297,64.0,3.0,18.0,1.0,35.0,Female,1.0
76303,31.0,4.0,22.0,5.0,40.0,Female,1.0
76314,71.0,1.0,22.0,1.0,40.0,Female,1.0
76319,51.0,4.0,22.0,1.0,50.0,Female,1.0
76324,30.0,2.0,22.0,5.0,48.0,Female,1.0
76325,41.0,1.0,22.0,1.0,40.0,Female,1.0
76326,50.0,3.0,23.0,3.0,35.0,Female,1.0
76342,60.0,1.0,21.0,3.0,22.0,Female,1.0
76354,36.0,1.0,22.0,5.0,45.0,Female,1.0
76358,68.0,1.0,21.0,1.0,27.0,Female,1.0
76366,38.0,2.0,22.0,1.0,40.0,Female,1.0
76368,52.0,1.0,21.0,3.0,45.0,Female,1.0
76370,60.0,4.0,18.0,1.0,40.0,Female,1.0
76375,33.0,1.0,22.0,5.0,40.0,Female,1.0
76378,37.0,4.0,22.0,1.0,40.0,Female,1.0
76387,66.0,7.0,22.0,1.0,50.0,Female,1.0
76388,30.0,3.0,21.0,5.0,37.0,Female,1.0
76391,49.0,4.0,21.0,1.0,45.0,Female,1.0
76395,38.0,2.0,22.0,5.0,50.0,Female,1.0
76401,63.0,1.0,22.0,1.0,37.0,Female,1.0
76407,38.0,1.0,1.0,5.0,70.0,Female,1.0
76409,40.0,1.0,23.0,1.0,40.0,Female,1.0
76411,44.0,1.0,16.0,1.0,40.0,Female,1.0
76417,26.0,2.0,22.0,1.0,65.0,Female,1.0
76429,42.0,3.0,22.0,1.0,35.0,Female,1.0
76435,51.0,7.0,24.0,1.0,25.0,Female,1.0
76448,57.0,1.0,21.0,3.0,45.0,Female,1.0
76459,34.0,3.0,21.0,1.0,40.0,Female,1.0
76463,38.0,1.0,21.0,1.0,50.0,Female,1.0
76465,34.0,1.0,21.0,5.0,40.0,Female,1.0
76466,47.0,6.0,22.0,1.0,50.0,Female,1.0
76472,54.0,5.0,20.0,1.0,42.0,Female,1.0
76484,57.0,3.0,19.0,1.0,35.0,Female,1.0
76492,61.0,1.0,16.0,1.0,40.0,Female,1.0
76510,24.0,1.0,21.0,5.0,45.0,Female,1.0
76512,27.0,1.0,22.0,5.0,35.0,Female,1.0
76513,66.0,2.0,20.0,2.0,16.0,Female,1.0
76519,56.0,1.0,1.0,3.0,45.0,Female,1.0
76527,59.0,1.0,21.0,3.0,40.0,Female,1.0
76528,68.0,6.0,22.0,3.0,35.0,Female,1.0
76529,58.0,1.0,20.0,4.0,35.0,Female,1.0
76531,29.0,2.0,22.0,3.0,40.0,Female,1.0
76532,32.0,1.0,21.0,3.0,60.0,Female,1.0
76544,25.0,1.0,21.0,5.0,40.0,Female,1.0
76553,62.0,1.0,21.0,1.0,40.0,Female,1.0
76579,60.0,1.0,19.0,1.0,40.0,Female,1.0
76585,64.0,1.0,21.0,3.0,40.0,Female,1.0
76597,42.0,1.0,19.0,2.0,37.0,Female,1.0
76600,33.0,3.0,22.0,1.0,40.0,Female,1.0
76603,53.0,1.0,21.0,1.0,40.0,Female,1.0
76609,29.0,1.0,19.0,5.0,45.0,Female,1.0
76615,36.0,3.0,22.0,1.0,40.0,Female,1.0
76620,63.0,3.0,22.0,1.0,35.0,Female,1.0
76622,27.0,2.0,21.0,5.0,35.0,Female,1.0
76631,34.0,2.0,22.0,1.0,40.0,Female,1.0
76637,72.0,1.0,16.0,2.0,40.0,Female,1.0
76641,34.0,2.0,21.0,5.0,60.0,Female,1.0
76644,50.0,1.0,19.0,1.0,38.0,Female,1.0
76654,61.0,4.0,21.0,1.0,40.0,Female,1.0
76656,55.0,4.0,19.0,3.0,40.0,Female,1.0
76666,56.0,3.0,19.0,1.0,38.0,Female,1.0
76672,52.0,2.0,22.0,5.0,15.0,Female,1.0
76673,60.0,1.0,21.0,1.0,42.0,Female,1.0
76684,37.0,2.0,22.0,1.0,40.0,Female,1.0
76694,66.0,1.0,20.0,1.0,90.0,Female,1.0
76703,51.0,1.0,20.0,5.0,40.0,Female,1.0
76717,33.0,2.0,24.0,1.0,80.0,Female,1.0
76718,28.0,1.0,21.0,5.0,40.0,Female,1.0
76724,49.0,1.0,22.0,1.0,45.0,Female,1.0
76741,34.0,1.0,22.0,5.0,40.0,Female,1.0
76742,47.0,1.0,21.0,1.0,60.0,Female,1.0
76749,39.0,1.0,22.0,5.0,45.0,Female,1.0
76765,29.0,2.0,22.0,5.0,40.0,Female,1.0
76769,39.0,6.0,22.0,1.0,35.0,Female,1.0
76771,41.0,3.0,22.0,1.0,40.0,Female,1.0
76777,41.0,1.0,22.0,1.0,45.0,Female,1.0
76779,38.0,1.0,22.0,1.0,45.0,Female,1.0
76788,54.0,1.0,19.0,1.0,40.0,Female,1.0
76791,42.0,4.0,22.0,1.0,40.0,Female,1.0
76800,53.0,1.0,22.0,1.0,45.0,Female,1.0
76807,55.0,1.0,21.0,1.0,40.0,Female,1.0
76808,50.0,3.0,21.0,5.0,35.0,Female,1.0
76823,56.0,1.0,21.0,1.0,45.0,Female,1.0
76827,64.0,2.0,21.0,5.0,40.0,Female,1.0
76830,42.0,1.0,19.0,1.0,40.0,Female,1.0
76834,52.0,2.0,20.0,4.0,35.0,Female,1.0
76844,46.0,5.0,22.0,1.0,60.0,Female,1.0
76846,57.0,1.0,21.0,1.0,40.0,Female,1.0
76848,27.0,1.0,23.0,5.0,60.0,Female,1.0
76851,59.0,1.0,20.0,1.0,40.0,Female,1.0
76862,31.0,2.0,22.0,5.0,35.0,Female,1.0
76867,52.0,1.0,21.0,1.0,48.0,Female,1.0
76869,36.0,4.0,24.0,5.0,60.0,Female,1.0
76873,40.0,1.0,21.0,1.0,48.0,Female,1.0
76876,62.0,2.0,21.0,5.0,45.0,Female,1.0
76877,36.0,1.0,21.0,3.0,50.0,Female,1.0
76883,31.0,1.0,21.0,5.0,35.0,Female,1.0
76888,32.0,1.0,23.0,5.0,20.0,Female,1.0
76893,45.0,3.0,22.0,5.0,35.0,Female,1.0
76894,42.0,7.0,20.0,3.0,40.0,Female,1.0
76896,36.0,1.0,21.0,5.0,40.0,Female,1.0
76900,57.0,1.0,21.0,1.0,40.0,Female,1.0
76903,55.0,1.0,21.0,5.0,60.0,Female,1.0
76904,65.0,2.0,21.0,1.0,40.0,Female,1.0
76914,47.0,1.0,22.0,1.0,40.0,Female,1.0
76917,73.0,2.0,23.0,3.0,60.0,Female,1.0
76923,62.0,1.0,16.0,3.0,35.0,Female,1.0
76927,34.0,6.0,21.0,3.0,50.0,Female,1.0
76937,32.0,3.0,21.0,1.0,40.0,Female,1.0
76951,59.0,3.0,22.0,1.0,40.0,Female,1.0
76953,37.0,3.0,21.0,3.0,35.0,Female,1.0
76970,64.0,1.0,20.0,5.0,40.0,Female,1.0
76972,58.0,1.0,20.0,1.0,36.0,Female,1.0
76977,32.0,1.0,22.0,1.0,52.0,Female,1.0
76985,61.0,3.0,16.0,1.0,52.0,Female,1.0
76992,53.0,1.0,20.0,1.0,40.0,Female,1.0
76997,38.0,3.0,23.0,1.0,40.0,Female,1.0
77000,62.0,1.0,19.0,3.0,50.0,Female,1.0
77011,44.0,1.0,21.0,1.0,45.0,Female,1.0
77014,44.0,2.0,20.0,3.0,30.0,Female,1.0
77020,74.0,2.0,22.0,1.0,50.0,Female,1.0
77021,58.0,1.0,22.0,1.0,40.0,Female,1.0
77039,51.0,1.0,21.0,1.0,40.0,Female,1.0
77041,31.0,4.0,22.0,1.0,40.0,Female,1.0
77043,63.0,2.0,22.0,5.0,40.0,Female,1.0
77044,51.0,2.0,21.0,5.0,40.0,Female,1.0
77046,33.0,1.0,21.0,1.0,45.0,Female,1.0
77055,35.0,1.0,19.0,1.0,30.0,Female,1.0
77063,59.0,3.0,22.0,1.0,40.0,Female,1.0
77073,64.0,2.0,20.0,3.0,40.0,Female,1.0
77078,55.0,1.0,20.0,1.0,50.0,Female,1.0
77086,45.0,1.0,21.0,1.0,45.0,Female,1.0
77090,71.0,1.0,22.0,3.0,40.0,Female,1.0
77093,52.0,1.0,20.0,3.0,40.0,Female,1.0
77109,52.0,2.0,20.0,3.0,40.0,Female,1.0
77114,54.0,2.0,20.0,1.0,40.0,Female,1.0
77117,56.0,1.0,22.0,3.0,40.0,Female,1.0
77120,30.0,4.0,21.0,1.0,40.0,Female,1.0
77129,28.0,1.0,21.0,5.0,40.0,Female,1.0
77140,34.0,1.0,21.0,5.0,40.0,Female,1.0
77142,53.0,1.0,21.0,5.0,40.0,Female,1.0
77151,60.0,2.0,20.0,3.0,40.0,Female,1.0
77154,43.0,4.0,24.0,1.0,75.0,Female,1.0
77157,61.0,7.0,20.0,3.0,45.0,Female,1.0
77158,58.0,4.0,21.0,1.0,60.0,Female,1.0
77162,42.0,3.0,22.0,1.0,35.0,Female,1.0
77169,37.0,3.0,22.0,5.0,40.0,Female,1.0
77170,33.0,1.0,23.0,5.0,45.0,Female,1.0
77173,47.0,2.0,21.0,1.0,50.0,Female,1.0
77182,61.0,6.0,19.0,1.0,60.0,Female,1.0
77183,29.0,1.0,21.0,5.0,40.0,Female,1.0
77187,36.0,1.0,21.0,1.0,40.0,Female,1.0
77199,41.0,1.0,19.0,1.0,40.0,Female,1.0
77205,26.0,1.0,21.0,5.0,40.0,Female,1.0
77209,67.0,3.0,19.0,3.0,35.0,Female,1.0
77214,35.0,2.0,24.0,3.0,35.0,Female,1.0
77229,54.0,1.0,16.0,1.0,50.0,Female,1.0
77233,33.0,7.0,21.0,1.0,60.0,Female,1.0
77239,29.0,1.0,21.0,1.0,30.0,Female,1.0
77251,49.0,1.0,21.0,3.0,40.0,Female,1.0
77252,64.0,2.0,21.0,4.0,37.0,Female,1.0
77254,50.0,1.0,21.0,1.0,40.0,Female,1.0
77263,52.0,1.0,21.0,1.0,40.0,Female,1.0
77268,45.0,1.0,16.0,4.0,40.0,Female,1.0
77271,38.0,3.0,16.0,5.0,40.0,Female,1.0
77281,66.0,6.0,19.0,1.0,30.0,Female,1.0
77282,55.0,1.0,22.0,1.0,30.0,Female,1.0
77285,52.0,4.0,22.0,4.0,38.0,Female,1.0
77295,27.0,1.0,21.0,5.0,60.0,Female,1.0
77304,39.0,1.0,21.0,1.0,40.0,Female,1.0
77306,39.0,6.0,21.0,5.0,45.0,Female,1.0
77310,62.0,3.0,21.0,5.0,35.0,Female,1.0
77312,36.0,3.0,23.0,1.0,60.0,Female,1.0
77314,63.0,1.0,22.0,1.0,40.0,Female,1.0
77317,40.0,3.0,22.0,1.0,40.0,Female,1.0
77325,47.0,6.0,20.0,1.0,42.0,Female,1.0
77327,48.0,5.0,16.0,1.0,40.0,Female,1.0
77337,27.0,1.0,21.0,5.0,60.0,Female,1.0
77338,29.0,2.0,21.0,5.0,40.0,Female,1.0
77343,40.0,3.0,22.0,1.0,40.0,Female,1.0
77348,53.0,1.0,21.0,1.0,40.0,Female,1.0
77350,63.0,2.0,22.0,1.0,45.0,Female,1.0
77357,48.0,1.0,20.0,1.0,50.0,Female,1.0
77367,75.0,1.0,23.0,2.0,40.0,Female,1.0
77375,53.0,1.0,24.0,2.0,40.0,Female,1.0
77382,27.0,7.0,22.0,1.0,45.0,Female,1.0
77383,47.0,3.0,22.0,3.0,40.0,Female,1.0
77388,71.0,3.0,19.0,1.0,36.0,Female,1.0
77392,63.0,7.0,19.0,1.0,58.0,Female,1.0
77396,32.0,1.0,21.0,1.0,40.0,Female,1.0
77398,55.0,2.0,19.0,1.0,45.0,Female,1.0
77400,63.0,2.0,11.0,1.0,40.0,Female,1.0
77419,56.0,1.0,17.0,1.0,40.0,Female,1.0
77425,27.0,1.0,21.0,5.0,45.0,Female,1.0
77448,70.0,3.0,22.0,3.0,16.0,Female,1.0
77453,48.0,4.0,20.0,5.0,35.0,Female,1.0
77476,47.0,1.0,21.0,1.0,40.0,Female,1.0
77479,39.0,2.0,20.0,1.0,42.0,Female,1.0
77481,50.0,1.0,21.0,1.0,80.0,Female,1.0
77492,39.0,3.0,22.0,1.0,40.0,Female,1.0
77495,31.0,1.0,22.0,1.0,40.0,Female,1.0
77497,48.0,4.0,22.0,1.0,40.0,Female,1.0
77499,43.0,4.0,22.0,1.0,40.0,Female,1.0
77500,46.0,3.0,22.0,3.0,50.0,Female,1.0
77502,30.0,1.0,22.0,1.0,50.0,Female,1.0
77509,72.0,2.0,22.0,1.0,40.0,Female,1.0
77510,72.0,1.0,22.0,4.0,4.0,Female,1.0
77514,67.0,3.0,22.0,3.0,8.0,Female,1.0
77520,56.0,1.0,19.0,5.0,40.0,Female,1.0
77525,46.0,1.0,24.0,3.0,55.0,Female,1.0
77526,67.0,4.0,19.0,2.0,42.0,Female,1.0
77541,43.0,1.0,19.0,1.0,45.0,Female,1.0
77551,65.0,1.0,18.0,3.0,40.0,Female,1.0
77555,37.0,2.0,19.0,5.0,45.0,Female,1.0
77561,32.0,1.0,21.0,5.0,41.0,Female,1.0
77562,33.0,1.0,21.0,1.0,40.0,Female,1.0
77564,29.0,2.0,22.0,5.0,40.0,Female,1.0
77569,61.0,2.0,20.0,1.0,40.0,Female,1.0
77575,56.0,3.0,22.0,3.0,35.0,Female,1.0
77581,37.0,1.0,20.0,5.0,40.0,Female,1.0
77584,42.0,1.0,19.0,1.0,40.0,Female,1.0
77585,58.0,4.0,22.0,1.0,45.0,Female,1.0
77597,34.0,1.0,21.0,1.0,40.0,Female,1.0
77598,60.0,1.0,21.0,1.0,45.0,Female,1.0
77601,44.0,1.0,19.0,3.0,40.0,Female,1.0
77613,44.0,2.0,21.0,1.0,55.0,Female,1.0
77621,28.0,2.0,22.0,1.0,40.0,Female,1.0
77623,42.0,1.0,24.0,5.0,40.0,Female,1.0
77631,45.0,6.0,21.0,3.0,35.0,Female,1.0
77635,30.0,7.0,21.0,5.0,40.0,Female,1.0
77636,27.0,7.0,21.0,1.0,50.0,Female,1.0
77639,48.0,1.0,21.0,1.0,55.0,Female,1.0
77644,23.0,2.0,21.0,5.0,40.0,Female,1.0
77645,61.0,4.0,22.0,1.0,20.0,Female,1.0
77650,51.0,4.0,22.0,1.0,40.0,Female,1.0
77654,59.0,1.0,20.0,1.0,45.0,Female,1.0
77657,67.0,1.0,21.0,1.0,60.0,Female,1.0
77659,39.0,1.0,21.0,5.0,28.0,Female,1.0
77663,55.0,2.0,21.0,1.0,37.0,Female,1.0
77672,79.0,1.0,20.0,2.0,45.0,Female,1.0
77674,59.0,1.0,21.0,1.0,40.0,Female,1.0
77680,31.0,1.0,21.0,5.0,75.0,Female,1.0
77686,46.0,1.0,21.0,5.0,55.0,Female,1.0
77698,70.0,1.0,20.0,2.0,35.0,Female,1.0
77700,54.0,1.0,20.0,3.0,60.0,Female,1.0
77712,39.0,2.0,21.0,4.0,40.0,Female,1.0
77713,48.0,1.0,22.0,3.0,35.0,Female,1.0
77718,53.0,1.0,23.0,1.0,60.0,Female,1.0
77726,36.0,2.0,24.0,1.0,35.0,Female,1.0
77733,51.0,3.0,22.0,1.0,60.0,Female,1.0
77737,48.0,1.0,21.0,5.0,45.0,Female,1.0
77741,47.0,1.0,18.0,1.0,40.0,Female,1.0
77743,32.0,2.0,22.0,1.0,48.0,Female,1.0
77752,46.0,2.0,21.0,1.0,40.0,Female,1.0
77758,65.0,6.0,22.0,1.0,12.0,Female,1.0
77774,44.0,1.0,22.0,3.0,40.0,Female,1.0
77775,27.0,1.0,22.0,4.0,40.0,Female,1.0
77777,45.0,1.0,23.0,1.0,60.0,Female,1.0
77780,27.0,1.0,22.0,5.0,40.0,Female,1.0
77783,55.0,4.0,22.0,1.0,35.0,Female,1.0
77785,58.0,3.0,16.0,4.0,43.0,Female,1.0
77793,60.0,1.0,21.0,1.0,40.0,Female,1.0
77796,28.0,1.0,23.0,5.0,42.0,Female,1.0
77797,27.0,3.0,21.0,5.0,40.0,Female,1.0
77806,48.0,1.0,21.0,1.0,40.0,Female,1.0
77812,43.0,2.0,21.0,1.0,35.0,Female,1.0
77813,47.0,2.0,21.0,1.0,40.0,Female,1.0
77815,35.0,2.0,22.0,5.0,40.0,Female,1.0
77818,27.0,4.0,22.0,5.0,40.0,Female,1.0
77826,61.0,4.0,21.0,2.0,40.0,Female,1.0
77827,64.0,2.0,19.0,5.0,39.0,Female,1.0
77857,63.0,6.0,24.0,1.0,50.0,Female,1.0
77864,50.0,1.0,21.0,5.0,60.0,Female,1.0
77865,48.0,2.0,24.0,5.0,45.0,Female,1.0
